OBJECTID,prov,city_muni,brgy,date_from,date_to,time,tc_categor,intl_name,local_name,latitude,longitude,obs_height,range,type
21,Antique,Tobia Fornier,Poblacion Norte,6/18/2008,6/23/2008,,Typhoon,Fengshen,Frank,10.52336499,121.9409598,3.67,2.24-3.67,Surveyed
191,Isabela,Dinapigue,Digumased,10/15/2010,10/20/2010,,Super Typhoon,Megi,Juan,16.51748558,122.2618159,4.61,3.21-4.61,Surveyed
192,Isabela,Dvilican,Dimapula,10/15/2010,10/20/2010,,Super Typhoon,Megi,Juan,17.33543254,122.2914539,6.5,2.04-6.50,Surveyed
193,Isabela,Maconacon,Minanga,10/15/2010,10/20/2010,,Super Typhoon,Megi,Juan,17.38813303,122.2435256,6.8,3.23-6.8,Surveyed
194,Isabela,Palanan,Maligaya,10/15/2010,10/20/2010,,Super Typhoon,Megi,Juan,17.05174862,122.5075266,5.07,2.87-5.07,Surveyed
112,Davao Oriental,Baganga,Kinablangan-Sitio Poo (Northwest),12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.702245573,126.5549276,1.63,1.00-1.63,Surveyed
113,Davao Oriental,Baganga,Kinablangan-Sitio Poo (East),12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.705972639,126.5581087,1.78,1.00-1.78,Surveyed
114,Davao Oriental,Baganga,Lambajon,12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.6095,126.565,2.2,2.00-2.20,Surveyed
115,Davao Oriental,Baganga,Ban-ao,12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.7358,126.5381,2.46,2.00-2.46,Surveyed
116,Davao Oriental,Baganga,Kinablangan,12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.6918,126.5523,2.54,2.00-2.54,Surveyed
117,Davao Oriental,Baganga,Saoquigue,12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.5874,126.5585,3.47,3.00-3.47,Surveyed
118,Davao Oriental,Baganga,Dapnan,12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.6453,126.5551,3.94,3.00-3.94,Surveyed
119,Davao Oriental,Boston,Sibajay,12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.8273,126.4137,1.82,1.00-1.82,Surveyed
120,Davao Oriental,Boston,Poblacion-Purok Daisy,12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.8731,126.3736,3.03,3.00-3.03,Surveyed
121,Davao Oriental,Boston,Poblacion-Purok Rosal,12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.8664,126.3791,3.37,3.00-3.37,Surveyed
122,Davao Oriental,Boston,Cawayanan,12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.903939955,126.3592228,3.81,3.00-3.81,Surveyed
123,Davao Oriental,Cateel,Santa Filomena,12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.8082,126.4478,1.73,1.00-1.73,Surveyed
124,Davao Oriental,Cateel,Poblacion,12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.7913,126.4548,2.86,2.00-2.86,Surveyed
125,Davao Oriental,Cateel,San Antonio,12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.7359,126.5056,4.04,3.00-4.04,Surveyed
126,Davao Oriental,Cateel,Baybay,12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.757,126.4816,4.07,3.00-4.07,Surveyed
314,Surigao Del Sur,Lingig,San Roque,12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.9191,126.3684,4.78,3.00-4.78,Surveyed
315,Surigao Del Sur,Lingig,Palo-Alto-Purok I,12/2/2012,12/9/2012,,Super Typhoon,Bopha,Pablo,7.986976266,126.439428,5.59,3.00-5.59,Surveyed
133,Eastern Samar,Balangkayan,Poblacion III,11/6/2013,11/9/2013,,Super Typhoon,Haiyan,Yolanda,11.46091429,125.5059564,6.96,5.00-6.96,Surveyed
139,Eastern Samar,General McArthur,Aguinaldo,11/6/2013,11/9/2013,,Super Typhoon,Haiyan,Yolanda,11.22416824,125.537041,2.26,1.00-2.26,Surveyed
142,Eastern Samar,Guiuan,Sapao,11/6/2013,11/9/2013,,Super Typhoon,Haiyan,Yolanda,11.05192092,125.7559993,3.94,2.00-3.94,Surveyed
143,Eastern Samar,Guiuan,Sulangan,11/6/2013,11/9/2013,,Super Typhoon,Haiyan,Yolanda,10.93608996,125.8256454,7.14,5.00-7.14,Surveyed
146,Eastern Samar,Balangiga,San Miguel,11/6/2013,11/9/2013,,Super Typhoon,Haiyan,Yolanda,11.12050285,125.3437538,6.61,5.00-6.61,Surveyed
147,Eastern Samar,Balangiga,San Miguel,11/6/2013,11/9/2013,,Super Typhoon,Haiyan,Yolanda,11.11484869,125.3634926,6.77,5.00-6.77,Surveyed
208,Leyte,Dulag,San Jose,11/6/2013,11/9/2013,,Super Typhoon,Haiyan,Yolanda,10.98761946,125.0399198,2.85,2.00-2.85,Surveyed
217,Leyte,Palo,Baras,11/6/2013,11/9/2013,,Super Typhoon,Haiyan,Yolanda,11.16309585,125.0085905,6.39,5.00-6.39,Surveyed
221,Leyte,Tacloban,Barangay 56-A,11/6/2013,11/9/2013,,Super Typhoon,Haiyan,Yolanda,11.22915168,125.004411,5.75,3.10-5.75,Surveyed
222,Leyte,Tacloban,Barangay 88,11/6/2013,11/9/2013,,Super Typhoon,Haiyan,Yolanda,11.222908,125.02815,6.27,5.00-6.27,Surveyed
265,Samar,Basey,Catadman,11/6/2013,11/9/2013,,Super Typhoon,Haiyan,Yolanda,11.27102508,125.1522832,5.39,5.00-5.39,Surveyed
266,Samar,Basey,Baybay,11/6/2013,11/9/2013,,Super Typhoon,Haiyan,Yolanda,11.2803004,125.0844719,5.53,5.00-5.53,Surveyed
